timestamp;measurement_desc;pi_value1;plant_name
2019-01-30 00:00:00;desodorizado_fosforo_ppm;1.62;Primavera do Leste
2019-01-30 08:00:00;desodorizado_fosforo_ppm;1.06;Primavera do Leste
2019-01-30 16:00:00;desodorizado_fosforo_ppm;1.41;Primavera do Leste
2019-01-31 00:00:00;desodorizado_fosforo_ppm;2.40;Primavera do Leste
2019-01-31 08:00:00;desodorizado_fosforo_ppm;6.06;Primavera do Leste
2019-01-31 16:00:00;desodorizado_fosforo_ppm;1.70;Primavera do Leste
2019-02-01 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-01 08:00:00;desodorizado_fosforo_ppm;2.36;Primavera do Leste
2019-02-01 20:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-02 00:00:00;desodorizado_fosforo_ppm;1.78;Primavera do Leste
2019-02-02 08:00:00;desodorizado_fosforo_ppm;2.17;Primavera do Leste
2019-02-02 20:00:00;desodorizado_fosforo_ppm;2.43;Primavera do Leste
2019-02-03 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-03 08:00:00;desodorizado_fosforo_ppm;1.32;Primavera do Leste
2019-02-03 16:00:00;desodorizado_fosforo_ppm;1.65;Primavera do Leste
2019-02-04 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-04 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-04 16:00:00;desodorizado_fosforo_ppm;2.09;Primavera do Leste
2019-02-05 00:00:00;desodorizado_fosforo_ppm;4.03;Primavera do Leste
2019-02-05 08:00:00;desodorizado_fosforo_ppm;4.22;Primavera do Leste
2019-02-05 16:00:00;desodorizado_fosforo_ppm;3.15;Primavera do Leste
2019-02-06 00:00:00;desodorizado_fosforo_ppm;3.03;Primavera do Leste
2019-02-06 08:00:00;desodorizado_fosforo_ppm;2.59;Primavera do Leste
2019-02-06 16:00:00;desodorizado_fosforo_ppm;1.46;Primavera do Leste
2019-02-07 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-07 08:00:00;desodorizado_fosforo_ppm;1.23;Primavera do Leste
2019-02-07 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-08 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-08 08:00:00;desodorizado_fosforo_ppm;1.19;Primavera do Leste
2019-02-08 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-09 00:00:00;desodorizado_fosforo_ppm;1.69;Primavera do Leste
2019-02-09 08:00:00;desodorizado_fosforo_ppm;1.19;Primavera do Leste
2019-02-09 16:00:00;desodorizado_fosforo_ppm;1.03;Primavera do Leste
2019-02-10 00:00:00;desodorizado_fosforo_ppm;1.47;Primavera do Leste
2019-02-10 08:00:00;desodorizado_fosforo_ppm;1.04;Primavera do Leste
2019-02-10 16:00:00;desodorizado_fosforo_ppm;1.21;Primavera do Leste
2019-02-11 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-02-11 08:00:00;desodorizado_fosforo_ppm;1.27;Primavera do Leste
2019-02-11 16:00:00;desodorizado_fosforo_ppm;1.56;Primavera do Leste
2019-02-12 00:00:00;desodorizado_fosforo_ppm;1.31;Primavera do Leste
2019-02-12 08:00:00;desodorizado_fosforo_ppm;1.11;Primavera do Leste
2019-02-12 16:00:00;desodorizado_fosforo_ppm;1.77;Primavera do Leste
2019-02-13 00:00:00;desodorizado_fosforo_ppm;1.53;Primavera do Leste
2019-02-13 08:00:00;desodorizado_fosforo_ppm;3.74;Primavera do Leste
2019-02-13 16:00:00;desodorizado_fosforo_ppm;11.28;Primavera do Leste
2019-02-14 00:00:00;desodorizado_fosforo_ppm;10.43;Primavera do Leste
2019-02-14 08:00:00;desodorizado_fosforo_ppm;13.35;Primavera do Leste
2019-02-14 16:00:00;desodorizado_fosforo_ppm;12.18;Primavera do Leste
2019-02-15 08:00:00;desodorizado_fosforo_ppm;15.27;Primavera do Leste
2019-02-15 16:00:00;desodorizado_fosforo_ppm;13.57;Primavera do Leste
2019-02-16 00:00:00;desodorizado_fosforo_ppm;2.19;Primavera do Leste
2019-02-16 08:00:00;desodorizado_fosforo_ppm;1.58;Primavera do Leste
2019-02-16 16:00:00;desodorizado_fosforo_ppm;5.07;Primavera do Leste
2019-02-17 00:00:00;desodorizado_fosforo_ppm;3.53;Primavera do Leste
2019-02-17 08:00:00;desodorizado_fosforo_ppm;3.35;Primavera do Leste
2019-02-17 16:00:00;desodorizado_fosforo_ppm;3.36;Primavera do Leste
2019-02-18 00:00:00;desodorizado_fosforo_ppm;1.88;Primavera do Leste
2019-02-18 08:00:00;desodorizado_fosforo_ppm;4.80;Primavera do Leste
2019-02-18 16:00:00;desodorizado_fosforo_ppm;2.61;Primavera do Leste
2019-02-19 00:00:00;desodorizado_fosforo_ppm;3.19;Primavera do Leste
2019-02-19 16:00:00;desodorizado_fosforo_ppm;3.31;Primavera do Leste
2019-02-20 00:00:00;desodorizado_fosforo_ppm;7.45;Primavera do Leste
2019-02-20 16:00:00;desodorizado_fosforo_ppm;10.74;Primavera do Leste
2019-02-21 00:00:00;desodorizado_fosforo_ppm;5.88;Primavera do Leste
2019-02-21 16:00:00;desodorizado_fosforo_ppm;10.57;Primavera do Leste
2019-02-22 00:00:00;desodorizado_fosforo_ppm;11.57;Primavera do Leste
2019-02-22 08:00:00;desodorizado_fosforo_ppm;14.40;Primavera do Leste
2019-02-22 16:00:00;desodorizado_fosforo_ppm;11.73;Primavera do Leste
2019-02-23 00:00:00;desodorizado_fosforo_ppm;7.16;Primavera do Leste
2019-02-23 08:00:00;desodorizado_fosforo_ppm;10.47;Primavera do Leste
2019-02-23 16:00:00;desodorizado_fosforo_ppm;9.20;Primavera do Leste
2019-02-24 00:00:00;desodorizado_fosforo_ppm;9.52;Primavera do Leste
2019-02-24 08:00:00;desodorizado_fosforo_ppm;10.47;Primavera do Leste
2019-02-24 16:00:00;desodorizado_fosforo_ppm;8.87;Primavera do Leste
2019-02-25 00:00:00;desodorizado_fosforo_ppm;12.09;Primavera do Leste
2019-02-25 08:00:00;desodorizado_fosforo_ppm;13.51;Primavera do Leste
2019-02-25 16:00:00;desodorizado_fosforo_ppm;11.84;Primavera do Leste
2019-02-26 00:00:00;desodorizado_fosforo_ppm;13.07;Primavera do Leste
2019-02-26 08:00:00;desodorizado_fosforo_ppm;12.85;Primavera do Leste
2019-02-26 16:00:00;desodorizado_fosforo_ppm;12.18;Primavera do Leste
2019-02-27 08:00:00;desodorizado_fosforo_ppm;15.63;Primavera do Leste
2019-02-27 16:00:00;desodorizado_fosforo_ppm;14.65;Primavera do Leste
2019-02-28 00:00:00;desodorizado_fosforo_ppm;16.23;Primavera do Leste
2019-02-28 08:00:00;desodorizado_fosforo_ppm;19.07;Primavera do Leste
2019-02-28 16:00:00;desodorizado_fosforo_ppm;15.25;Primavera do Leste
2019-03-01 00:00:00;desodorizado_fosforo_ppm;13.91;Primavera do Leste
2019-03-01 08:00:00;desodorizado_fosforo_ppm;14.59;Primavera do Leste
2019-03-01 16:00:00;desodorizado_fosforo_ppm;11.69;Primavera do Leste
2019-03-02 00:00:00;desodorizado_fosforo_ppm;11.58;Primavera do Leste
2019-03-02 08:00:00;desodorizado_fosforo_ppm;16.71;Primavera do Leste
2019-03-02 16:00:00;desodorizado_fosforo_ppm;8.49;Primavera do Leste
2019-03-03 00:00:00;desodorizado_fosforo_ppm;10.75;Primavera do Leste
2019-03-03 08:00:00;desodorizado_fosforo_ppm;7.28;Primavera do Leste
2019-03-03 16:00:00;desodorizado_fosforo_ppm;4.44;Primavera do Leste
2019-03-04 00:00:00;desodorizado_fosforo_ppm;8.55;Primavera do Leste
2019-03-04 08:00:00;desodorizado_fosforo_ppm;4.81;Primavera do Leste
2019-03-04 16:00:00;desodorizado_fosforo_ppm;6.89;Primavera do Leste
2019-03-05 00:00:00;desodorizado_fosforo_ppm;4.76;Primavera do Leste
2019-03-05 08:00:00;desodorizado_fosforo_ppm;9.03;Primavera do Leste
2019-03-05 16:00:00;desodorizado_fosforo_ppm;13.17;Primavera do Leste
2019-03-06 00:00:00;desodorizado_fosforo_ppm;8.93;Primavera do Leste
2019-03-06 08:00:00;desodorizado_fosforo_ppm;7.98;Primavera do Leste
2019-03-06 16:00:00;desodorizado_fosforo_ppm;5.31;Primavera do Leste
2019-03-07 00:00:00;desodorizado_fosforo_ppm;4.86;Primavera do Leste
2019-03-07 08:00:00;desodorizado_fosforo_ppm;5.03;Primavera do Leste
2019-03-07 16:00:00;desodorizado_fosforo_ppm;5.33;Primavera do Leste
2019-03-08 00:00:00;desodorizado_fosforo_ppm;6.70;Primavera do Leste
2019-03-08 08:00:00;desodorizado_fosforo_ppm;7.96;Primavera do Leste
2019-03-08 16:00:00;desodorizado_fosforo_ppm;7.92;Primavera do Leste
2019-03-09 00:00:00;desodorizado_fosforo_ppm;9.13;Primavera do Leste
2019-03-09 08:00:00;desodorizado_fosforo_ppm;12.40;Primavera do Leste
2019-03-09 16:00:00;desodorizado_fosforo_ppm;12.12;Primavera do Leste
2019-03-10 00:00:00;desodorizado_fosforo_ppm;13.84;Primavera do Leste
2019-03-10 08:00:00;desodorizado_fosforo_ppm;15.95;Primavera do Leste
2019-03-10 16:00:00;desodorizado_fosforo_ppm;14.11;Primavera do Leste
2019-03-11 00:00:00;desodorizado_fosforo_ppm;16.71;Primavera do Leste
2019-03-11 08:00:00;desodorizado_fosforo_ppm;22.23;Primavera do Leste
2019-03-11 16:00:00;desodorizado_fosforo_ppm;18.15;Primavera do Leste
2019-03-12 00:00:00;desodorizado_fosforo_ppm;13.73;Primavera do Leste
2019-03-13 16:00:00;desodorizado_fosforo_ppm;6.83;Primavera do Leste
2019-03-14 00:00:00;desodorizado_fosforo_ppm;5.51;Primavera do Leste
2019-03-14 08:00:00;desodorizado_fosforo_ppm;6.92;Primavera do Leste
2019-03-14 16:00:00;desodorizado_fosforo_ppm;8.41;Primavera do Leste
2019-03-15 00:00:00;desodorizado_fosforo_ppm;12.68;Primavera do Leste
2019-03-15 08:00:00;desodorizado_fosforo_ppm;4.64;Primavera do Leste
2019-03-15 16:00:00;desodorizado_fosforo_ppm;5.40;Primavera do Leste
2019-03-16 00:00:00;desodorizado_fosforo_ppm;6.17;Primavera do Leste
2019-03-16 08:00:00;desodorizado_fosforo_ppm;8.83;Primavera do Leste
2019-03-16 16:00:00;desodorizado_fosforo_ppm;4.09;Primavera do Leste
2019-03-17 00:00:00;desodorizado_fosforo_ppm;4.86;Primavera do Leste
2019-03-17 08:00:00;desodorizado_fosforo_ppm;5.45;Primavera do Leste
2019-03-17 16:00:00;desodorizado_fosforo_ppm;6.73;Primavera do Leste
2019-03-18 00:00:00;desodorizado_fosforo_ppm;5.84;Primavera do Leste
2019-03-18 08:00:00;desodorizado_fosforo_ppm;6.30;Primavera do Leste
2019-03-18 16:00:00;desodorizado_fosforo_ppm;5.57;Primavera do Leste
2019-03-19 00:00:00;desodorizado_fosforo_ppm;4.53;Primavera do Leste
2019-03-19 08:00:00;desodorizado_fosforo_ppm;5.67;Primavera do Leste
2019-03-19 16:00:00;desodorizado_fosforo_ppm;5.38;Primavera do Leste
2019-03-20 00:00:00;desodorizado_fosforo_ppm;7.71;Primavera do Leste
2019-03-20 08:00:00;desodorizado_fosforo_ppm;11.12;Primavera do Leste
2019-03-20 16:00:00;desodorizado_fosforo_ppm;13.90;Primavera do Leste
2019-03-21 00:00:00;desodorizado_fosforo_ppm;11.65;Primavera do Leste
2019-03-21 08:00:00;desodorizado_fosforo_ppm;9.27;Primavera do Leste
2019-03-21 16:00:00;desodorizado_fosforo_ppm;3.46;Primavera do Leste
2019-03-22 00:00:00;desodorizado_fosforo_ppm;2.89;Primavera do Leste
2019-03-22 08:00:00;desodorizado_fosforo_ppm;2.54;Primavera do Leste
2019-03-22 16:00:00;desodorizado_fosforo_ppm;4.47;Primavera do Leste
2019-03-23 00:00:00;desodorizado_fosforo_ppm;4.54;Primavera do Leste
2019-03-23 08:00:00;desodorizado_fosforo_ppm;2.28;Primavera do Leste
2019-03-23 16:00:00;desodorizado_fosforo_ppm;4.70;Primavera do Leste
2019-03-24 00:00:00;desodorizado_fosforo_ppm;4.00;Primavera do Leste
2019-03-24 08:00:00;desodorizado_fosforo_ppm;6.70;Primavera do Leste
2019-03-24 16:00:00;desodorizado_fosforo_ppm;4.56;Primavera do Leste
2019-03-25 00:00:00;desodorizado_fosforo_ppm;1.93;Primavera do Leste
2019-03-25 08:00:00;desodorizado_fosforo_ppm;8.74;Primavera do Leste
2019-03-25 15:00:00;desodorizado_fosforo_ppm;8.84;Primavera do Leste
2019-03-25 21:40:00;desodorizado_fosforo_ppm;4.77;Primavera do Leste
2019-03-25 03:00:00;desodorizado_fosforo_ppm;8.87;Primavera do Leste
2019-03-26 08:00:00;desodorizado_fosforo_ppm;10.74;Primavera do Leste
2019-03-26 16:00:00;desodorizado_fosforo_ppm;1.30;Primavera do Leste
2019-03-27 06:00:00;desodorizado_fosforo_ppm;8.47;Primavera do Leste
2019-03-27 09:30:00;desodorizado_fosforo_ppm;9.44;Primavera do Leste
2019-03-27 18:00:00;desodorizado_fosforo_ppm;3.39;Primavera do Leste
2019-03-28 05:20:00;desodorizado_fosforo_ppm;4.42;Primavera do Leste
2019-03-28 09:30:00;desodorizado_fosforo_ppm;8.21;Primavera do Leste
2019-03-28 16:00:00;desodorizado_fosforo_ppm;2.90;Primavera do Leste
2019-03-29 05:00:00;desodorizado_fosforo_ppm;7.12;Primavera do Leste
2019-03-29 10:00:00;desodorizado_fosforo_ppm;3.24;Primavera do Leste
2019-03-29 16:00:00;desodorizado_fosforo_ppm;1.78;Primavera do Leste
2019-03-30 00:00:00;desodorizado_fosforo_ppm;4.02;Primavera do Leste
2019-03-30 08:00:00;desodorizado_fosforo_ppm;5.69;Primavera do Leste
2019-03-30 16:00:00;desodorizado_fosforo_ppm;4.89;Primavera do Leste
2019-03-31 00:00:00;desodorizado_fosforo_ppm;5.40;Primavera do Leste
2019-03-31 13:20:00;desodorizado_fosforo_ppm;4.09;Primavera do Leste
2019-03-31 19:30:00;desodorizado_fosforo_ppm;5.99;Primavera do Leste
2019-04-01 00:00:00;desodorizado_fosforo_ppm;7.06;Primavera do Leste
2019-04-01 16:00:00;desodorizado_fosforo_ppm;4.12;Primavera do Leste
2019-04-02 00:00:00;desodorizado_fosforo_ppm;8.33;Primavera do Leste
2019-04-02 08:00:00;desodorizado_fosforo_ppm;8.41;Primavera do Leste
2019-04-02 16:00:00;desodorizado_fosforo_ppm;4.93;Primavera do Leste
2019-04-03 00:00:00;desodorizado_fosforo_ppm;4.55;Primavera do Leste
2019-04-03 08:00:00;desodorizado_fosforo_ppm;7.62;Primavera do Leste
2019-04-03 16:00:00;desodorizado_fosforo_ppm;4.94;Primavera do Leste
2019-04-04 00:00:00;desodorizado_fosforo_ppm;4.85;Primavera do Leste
2019-04-04 16:00:00;desodorizado_fosforo_ppm;7.04;Primavera do Leste
2019-04-05 08:00:00;desodorizado_fosforo_ppm;6.49;Primavera do Leste
2019-04-06 08:00:00;desodorizado_fosforo_ppm;7.43;Primavera do Leste
2019-04-06 16:00:00;desodorizado_fosforo_ppm;6.20;Primavera do Leste
2019-04-07 00:00:00;desodorizado_fosforo_ppm;10.42;Primavera do Leste
2019-04-07 08:00:00;desodorizado_fosforo_ppm;9.67;Primavera do Leste
2019-04-07 16:00:00;desodorizado_fosforo_ppm;9.97;Primavera do Leste
2019-04-08 08:00:00;desodorizado_fosforo_ppm;15.30;Primavera do Leste
